Sample,ATP5G3,AURKB,B2M,VAR1,02-Mar,CBEBP,CD83,CDKN1B,CIT,CLASPIN,COX6B,DEXH,EF2_1,EPD,ERCC6L,ES1,FKBP10_2,FYNTBP,GAL3,GILT,GPX3,HEP,HERC6,HSC70,HSP70,HSP90a1,HSP90,HSP90a,HTATIP,IFI,IFI44,IFIT5,IFNa,IGMs,IL_11,IL_17D,IL_15,IL_1b,AARDC,CLEC4E,GLUL,NUPR1,ODC1,TAGLN3,IRF_1,JUN_F3,KIF15,KIF2C,KRT8,MAP3K14,MFHAS1,MMP13,MMP25,MX,NAPEPLD2,P_RAS,PRLR,RAMP1,RGS21,RPL6,RRl,RRM2,SAA,SCG2,SERPIN_1,SFRS9,TGFb,TRIM1,TXN,BSG,C7
M0041,-0.012169076,-0.022306703,-1.43421234,-0.00906321,-0.969144883,-1.259114759,-0.025412637,0.025229338,-0.238061689,-0.708263187,-2.290555929,0.011276175,-0.689315383,-1.785795731,-0.238201178,-0.420292411,-1.163098331,-0.665953229,-1.012755711,-0.966278802,-1.55624236,-2.096860752,-0.441370566,-0.818681183,-1.172460433,-1.456416303,-1.719529685,-2.12419252,-0.504559859,-0.811351058,-2.22E-15,-0.81856128,-1.320493714,-1.541977479,-1.009536272,-0.130717651,-0.89104606,-0.706278271,-0.059675919,-0.598506104,-0.750616069,-0.302639627,-1.125222147,-1.112324529,-0.882450221,0.104650437,-0.257024938,-0.34902253,-0.293658052,-0.522284647,-0.121261621,-0.254077221,-0.776196582,-0.702040695,-0.52089935,-0.651452625,-1.199764711,-1.281221021,-0.032755946,-0.327056388,-0.603876206,-0.089350207,-2.873158668,-0.818174996,-1.393483053,-0.038709043,-0.95572536,-0.000871016,-0.022975197,NA,NA
M0042,-0.516332578,-0.471122413,-0.329768681,-0.00906321,-0.012471908,-0.522782708,-0.825575305,-1.423575732,0.087890591,0.058413513,-1.009551679,0.464192955,-0.083060803,-1.538873042,0.040928591,-0.706659942,-0.468734341,-0.10536358,-0.693626721,-0.553402457,-1.15558389,-0.377998783,1.011401404,0.118432821,-0.231356054,0.540762396,-0.559895456,-0.570536951,-0.086037499,-1.125312552,-0.298612275,-1.211527311,-0.505740914,-1.607452076,0.601230008,-0.606414191,0.05328845,-0.364575041,-0.182665479,0.393437225,-0.312866943,0.045813943,0.758786774,-0.503466282,0.248298548,0.222196537,0.232567611,-0.108323781,-0.291535022,0.643884093,-0.038552432,-0.376130442,0.578401187,-0.563618362,-0.302562731,-0.274923265,-0.866165241,-0.66405741,-0.032755946,-0.331542558,-0.371918846,0.064058165,0.229271181,-0.826173167,-0.505340333,-0.081074266,0.061212229,0.122851809,-0.276362791,NA,NA
M0043,-0.604269533,-1.172782616,-0.250862924,-0.920593277,-1.223156007,-1.464194533,-1.761956298,-2.172530474,-0.701751332,-0.981313071,-1.482391382,0.319167391,-0.929211613,-1.494166835,-0.844714542,-0.714667735,-1.234748144,-0.580305903,-0.894949025,-0.557475284,-0.997039353,-3.194538416,0.712958981,-0.610771227,-1.453645887,-0.838257697,-0.987356279,-1.814762654,-1.078251423,-0.674735658,-0.876878459,-0.646357514,-1.305683768,-2.09692561,-1.413546355,-0.285604065,-1.098047939,-0.947136065,-0.492495883,-1.244372438,-0.985992003,-0.31834072,-0.617917618,-1.8128393,-0.828802175,0.438760813,-0.663269052,-0.983754904,-0.989436577,-0.292431356,-0.696772545,-1.874030515,-1.211821236,-0.866346526,-0.959859714,-1.007975729,-1.259514045,-1.204418198,-0.032755946,-0.157987172,-0.945069541,-0.539830212,1.445235658,-2.20142616,-1.715897136,-0.836150362,-1.102607044,-0.633658739,-1.101798154,NA,NA
M0044,-0.444991508,-0.83177185,-0.881981129,-1.428871949,-0.563390191,0.218159877,-1.767883012,-1.546674038,-0.137198037,-0.381358105,-2.152891407,0.727116277,0.01991626,-1.127697619,-0.388235156,0.11062929,-0.264670021,-0.674755157,-0.484344399,-0.880973821,-0.500146878,-2.243520471,1.344823596,-0.535991942,-0.848353332,-1.352095252,-1.123984163,-1.637671018,-0.363080897,-0.209854769,-0.741694023,-0.173272078,-0.412383222,-0.289902503,-0.09557786,0.226863741,-0.212381743,-0.344299919,0.375263393,-0.025462252,-0.395800497,0.811272085,-0.63393277,-0.798504216,-0.87564885,0.668468189,-0.108471217,-0.118450889,-0.07039529,0.026619339,0.399593061,0.61826007,-1.041775841,0.493388936,-0.464519059,-0.497437203,-0.769202489,-0.322681491,-0.032755946,-0.224449106,-0.443492317,-0.163741237,-1.361246396,-0.761566534,-0.313024461,-0.195026744,-0.667099939,-0.049322977,-0.233779449,NA,NA
M0045,-1.17948797,-1.180093879,-0.879167147,-0.545286969,-1.00898541,-1.068052196,-1.758124041,-2.425973427,-0.584985116,-0.934327314,-1.942496666,-0.035668022,-0.833152505,-1.619167258,-0.660297995,-1.177090158,-1.243098754,-0.827033886,-1.188912228,-0.534938143,-0.949286317,-3.13239872,-1.452182403,-0.7013041,-0.54417194,-1.71233446,-1.649797172,-1.481857537,-0.672964356,-0.758996555,-0.937242902,-0.515634867,-1.533009171,-3.157162375,-0.846244979,-1.423362698,-1.334526138,-1.175173608,-0.513455236,-0.981323151,-0.983881966,-0.145537454,-1.281468333,-1.738218725,-0.709684198,-0.65156498,-0.609110975,-1.052215548,-0.789201417,-0.263071634,-0.664905998,-2.230437678,-0.024772619,0.383778146,-0.947932117,-0.824502132,-1.158532468,-1.085159722,-0.032755946,-1.324554445,-1.129812724,-0.835865086,-1.994824655,-1.077690993,-1.25694977,-0.038709043,-0.559269237,-0.578478249,-0.641823283,NA,NA
M0047,0.121392521,-0.298278261,0.106734408,0.651152933,0.176548455,0.055377455,-0.156781417,-1.314612995,0.279084651,0.416824396,-1.370083633,NA,-0.418028243,NA,0.500908026,-0.137873813,0.276494151,0.080512629,1.377155139,-0.073181546,0.315374541,-1.074950215,3.287211311,0.179769621,0.676408969,1.054177994,1.071658211,NA,0.629420761,0.858644122,0.370320178,1.158467986,1.047826455,1.598861027,0.533361357,0.202002191,-0.321376022,0.545339765,-0.059470931,-0.627130591,-0.540854137,0.221241653,0.52185504,-0.655874565,0.115557265,1.933537947,0.416098387,0.068635801,-0.166638582,NA,0.069473048,1.117144048,-0.006754242,1.547361532,0.82074584,0.224421872,-0.027011072,-0.06320647,NA,NA,0.019864339,-0.033469834,-0.013952723,NA,0.031897803,0.205137614,0.560144114,-0.200207347,0.134476637,0.107004101,-0.363332078
M0048,-0.119179741,-0.415019924,-0.087948516,-0.13404548,-0.115708188,-0.555878587,-1.44585538,-1.210356929,0.524950818,0.598976543,-1.504599386,NA,-0.531436282,NA,0.577644122,-0.368488503,0.287704473,-0.256529754,0.637566266,-0.750948892,-0.098208192,0.521575012,2.069211908,-0.149995857,0.422011376,0.38186444,0.466684598,NA,-0.030121742,0.996047519,0.571474485,1.328611519,-0.248024748,0.601786496,-0.108890706,-0.119958852,-0.562535409,0.449188202,-0.572322665,-0.029435584,-0.534450761,-0.35944306,-0.024874624,-1.07098036,-0.056365258,1.464124224,0.619892974,0.550798918,-0.367521765,NA,0.127343337,0.298425967,0.220477575,1.103362069,0.183207357,-0.445695311,-0.646809775,0.200503507,NA,NA,-0.374578189,-0.311409725,-0.341512226,NA,-0.21244933,-0.017108467,0.193460941,0.085501053,0.178612504,-0.070370564,-0.677462471
M0050,-0.409065605,-0.338279865,-0.763230304,-0.00906321,-0.405132976,-0.469577231,-1.078346057,-1.433731813,-0.139449932,-0.13302244,-1.332081482,0.631529732,0.06246911,-0.993470282,0.363399129,-0.549435875,-0.663466072,-0.343417632,-0.473433784,-0.219257129,-1.327770303,-2.151575576,1.590875451,-0.187777662,-1.202905266,-0.274691947,-1.076508288,-1.224791733,-0.205015022,-0.332327652,-0.140675838,-0.126912643,-0.576483187,-0.673145771,-0.793502325,-0.612862304,-0.111719142,0.030317866,-0.435113552,-0.482953777,-0.374270009,-0.1913537,-0.639754683,-0.293861772,-0.269808034,0.137547284,0.310987129,0.139282926,-0.387645686,0.549975306,0.164128286,-0.556484355,-0.241789066,-0.932586906,-0.220564354,-0.413429798,-1.055010674,-1.086684557,-0.032755946,-0.386851351,-0.371285125,0.077216826,-0.622141971,-0.410586679,-0.688399426,-0.198391055,-0.271542503,-0.159225813,-0.247998017,NA,NA
M0051,-0.992729301,-2.266587267,-1.343534795,5.719976261,-0.748379713,-0.815343969,-2.036175176,-2.585912829,-1.47961334,-2.110409442,NA,NA,-1.704511997,-1.131613473,-1.775341142,-1.010493085,-1.873832347,-1.341292155,NA,-1.65410292,-1.20720652,-1.388585642,-0.962663688,-1.331738391,-2.456608104,NA,-2.167638944,-1.903087616,-1.240665754,-1.018769809,0.010880407,0.398734082,-0.423220093,-1.649195021,-1.64667965,-1.371626198,-1.295671286,-0.268127836,-0.955719017,-1.433199701,-1.780761174,-0.694998625,-1.209276662,-2.169075826,-1.148484867,-0.205574946,-1.842859055,NA,-0.05799922,NA,-1.163203152,-1.431702258,-0.933193807,-1.138844316,-0.288625263,-1.293212725,-0.997061777,-1.115743855,NA,NA,-2.116996253,NA,-0.534121591,NA,-1.94164156,-1.162134049,-0.811805208,-1.755641737,-1.767813536,-0.961552348,-3.037720382
M0052,-1.291471614,-2.92071747,0.078164587,0.095686405,-0.939250286,-1.019577785,-4.262986558,-2.161653752,-2.468883973,-2.629337955,NA,NA,-1.320514099,-1.599989158,-2.708391315,-2.376209083,-1.566437414,-1.938474129,NA,-2.798445279,-1.350061972,4.481349615,-0.14326219,-1.765497894,-1.545817956,NA,-0.817420056,-0.669630818,-1.001202846,-1.410856221,-3.448403344,-1.035970761,-2.013379825,-2.031939335,0.748342537,-1.60123842,-1.490563564,0.724591522,0.130969551,2.069359159,-0.347732958,0.025607434,-0.95642984,-0.846898249,-1.604855779,-0.151631229,-2.535647807,NA,-0.05799922,NA,-1.004169594,2.219981625,-0.973222829,-2.144816309,-1.272017046,-1.681964808,-1.734416456,-1.51681887,NA,NA,-2.227452339,NA,2.069790926,NA,-1.830175923,0.011407524,-1.34372791,-1.509583575,-0.63228719,-0.688204191,1.538667436
M0053,-1.205837089,-1.133526079,0.078164587,0.095686405,-0.704444035,-0.547037711,-2.130431947,-2.820422603,-0.456085282,-1.413751364,NA,NA,-1.225424558,-1.782174184,-1.413061384,-1.268680269,-0.888644828,-1.358993898,NA,-0.809631636,-0.202260511,-3.131793054,0.234587621,-2.232020113,0.148265145,NA,-1.731511325,-1.198148127,-0.962859395,0.095879067,0.010880407,0.009969947,-1.140388664,0.205040775,-1.276152332,-1.123314719,-1.455214136,-0.470752537,-0.537444138,-0.457323812,0.054501676,-0.650379467,-0.469083997,-2.572554017,-0.854054318,-0.991479168,-1.061503926,NA,-0.05799922,NA,-1.988730033,-1.418772439,-1.226315708,-0.775282748,-1.285427335,-2.079484007,-1.629531645,-0.411179262,NA,NA,-1.362627276,NA,-1.455142443,NA,-1.845846822,-0.631886612,-2.070087139,-0.945226191,-0.603980657,-0.628304416,-2.328470303
M0054,0.534214839,1.431225974,1.651687656,2.726518141,2.418732613,2.139018767,1.419299662,0.235616786,2.135675478,1.648405489,2.032739648,2.690178731,2.032786995,1.614398975,1.799031658,1.354841795,1.592163353,1.669918217,0.065526065,2.320436249,2.484559567,-0.054110196,0.489237131,1.369793588,2.034399623,1.869217223,1.994118851,1.683899856,2.181667247,1.620017475,1.343112291,1.841541516,0.142998603,1.990632966,1.929893475,0.517244516,1.276492113,2.423849316,1.987300027,1.673369992,1.761778307,1.76665562,1.775654652,1.491441206,2.123965135,0.599280983,2.053573688,1.610876696,-0.001506521,2.733001623,1.723425545,0.699528585,2.741189254,1.974697387,2.405351896,2.031611461,2.041236715,1.383985155,-0.032755946,1.749045308,1.535962192,1.488009398,-0.045959064,-0.01278109,1.596517664,1.763090598,1.930592346,2.225749251,2.309197846,NA,NA
M0056,-0.020051897,-0.570484808,0.106734408,-0.329675154,0.534431499,-0.034369291,0.082202628,-0.916009848,0.334571874,0.13963874,-0.902592519,NA,-0.184037696,NA,-0.010969821,-0.059290005,0.497324325,-0.048471988,0.691790133,-0.121357784,0.431523144,0.804295718,0.371157825,0.259747345,0.541480972,1.412139547,-0.028069526,NA,0.611894555,-0.569685971,-0.219227189,-0.385501126,-1.756336511,0.396797254,-0.077366279,0.093001705,-0.400355599,0.066392569,0.689780462,-0.280425157,-0.048129564,0.780928576,0.583716682,-0.455140956,0.233682689,1.27181401,0.287236521,-0.105471076,0.182606839,NA,0.284573993,0.402559147,0.206682792,0.328681846,0.943268004,-0.197240724,0.373393832,-0.113970132,NA,NA,-0.17537038,-0.775625216,-0.008349189,NA,-0.253082773,0.192183072,0.073064308,-0.463271956,0.135284492,0.174300695,0.837272815
M0057,0.476342883,-0.012341953,0.898921495,-0.355265489,-0.034485647,-0.025254278,-0.930197659,-1.681111743,0.109101239,-0.580556986,-1.015063065,NA,-0.544515034,NA,-0.297632196,-0.337532293,0.032388237,-0.416613583,0.592637337,-0.192676795,0.032679789,-0.381669367,2.552591269,-0.753885651,0.345785117,-0.719121918,-0.991684761,NA,-0.00698561,0.586935603,0.490172356,0.858174909,-0.100562607,-0.224788681,-0.588862665,-0.249119311,-0.482857424,1.151355713,0.476866957,-1.178751623,0.264849345,0.407329561,0.21499027,-0.669094203,-0.032041836,2.028170125,0.306291686,-0.118593561,-0.289196181,NA,-0.083430813,0.161409827,0.782120646,-0.297841,0.321544239,0.14630515,0.369981616,-0.681720769,NA,NA,-0.272724492,-0.276508055,-0.332450265,NA,-0.575353399,0.214598619,-0.265600318,-0.542832201,0.112091511,0.187161093,-1.04654191
M0058,-0.501320385,-0.640248785,-1.142334143,-0.384472577,-0.211102236,-0.262799461,-1.739915697,-1.468371765,-0.132338392,-0.32006288,-1.679046272,0.451639162,-0.342560976,-0.778192765,-0.155624091,-0.391291304,0.276501798,-0.618929082,-0.362994924,-0.486388691,-0.245108952,0.086575335,-0.555224729,-0.589336511,-0.179448536,-0.443131356,-0.265627458,-0.341409313,-0.461658222,-0.544831065,-1.273404258,-0.400342353,-0.641347587,-3.743472451,-0.929488555,-0.578284694,-1.068624823,-0.488538074,0.244483578,-0.167745577,-0.172118499,0.11163597,-0.220596834,-0.444345219,-0.812354404,0.742745384,-0.108824841,-0.322051643,-0.123320547,-0.381928864,0.086567196,-0.045360604,-0.895437555,-1.020622918,-0.318418123,-0.253697628,-1.223963904,-0.650194229,-0.032755946,-0.273839501,-0.556893577,-0.204352529,-1.837410751,-0.649968769,0.225704464,-0.134049349,-0.469167413,-0.893617075,-0.669278223,NA,NA
M0059,-0.504456607,-0.79669716,-0.656506878,-0.036889812,-0.25305092,-0.465031298,-1.146650741,-1.443943797,-0.532460726,-0.426005814,-1.400505506,0.510046628,-0.763721919,-0.806694299,-0.265346205,-0.260674149,-0.396039625,-0.111109797,-0.415251047,-0.204879092,0.009069273,-0.77132003,0.648440427,0.054396849,-0.059281001,-0.765588611,-0.621732502,-1.003171708,-0.210042026,0.069661278,-0.263106952,0.316937515,-0.595953861,-0.047664171,-0.967051289,0.095368452,-0.240964987,-0.234291118,0.025728214,-0.752954132,-0.563848175,0.229712946,-0.439816588,-1.131968093,-0.173447909,0.18632697,-0.086993596,-0.784596498,-0.342336064,0.572687831,-0.357557718,-2.261427269,-0.07626014,0.635578616,-0.225719138,-0.130279792,-0.523781008,-0.278412538,-0.032755946,-0.316301935,-0.64875861,0.117978602,-1.476679225,-0.629818164,-0.650963,-0.242836863,-0.098667648,-0.233077671,-0.492354385,NA,NA
M0060,-0.193905188,-0.693626633,-0.546634231,-0.239148494,-0.254774104,-0.580832997,-1.348662675,-1.205351332,-0.30074285,-0.359186358,-1.12497566,0.345624114,-0.542114148,-0.495235315,-0.110965229,-0.162597052,0.010022763,-0.31948907,-0.681177282,-0.0741601,0.063002289,-0.813337973,-0.614821517,-0.326582439,0.238256074,0.346525536,-0.374609546,-0.242199111,-0.4032024,-0.397206927,-0.213345946,-0.166091721,-1.022794715,-3.132361439,-0.819279793,-0.924082262,-0.112977134,-0.617837602,-0.51229817,-0.249519125,-0.590882369,-0.947284818,-0.301293456,-0.802746655,-0.539766712,0.156103536,-0.199533849,-0.678363501,-0.24201667,0.125157429,-0.215688862,-1.016998692,-0.722065243,0.372589421,-0.268119341,-0.101991996,-0.294929612,-0.389913395,-0.032755946,-0.738289179,-0.46266455,-0.277265617,-1.107345149,-1.101434227,0.126751146,-0.27052136,-0.188550721,-0.550787072,-0.811821031,NA,NA
M0061,0.07980523,-0.022306703,1.105173487,-0.00906321,-0.392283936,0.734790448,-1.488641077,0.025229338,0.507052359,-0.6742815,-1.382704121,1.485258502,-0.242797351,-0.925552874,-1.259742351,0.701190896,0.352784887,-0.891901392,0.543066756,0.193398747,0.077615658,-0.320604815,1.941972312,0.246232799,-0.788366656,0.229895414,-0.439498008,-0.420619603,-0.116929922,-0.322861744,-1.276527528,-0.378419603,0.937492843,0.257437152,1.744180716,2.111586096,0.703277212,0.067660856,0.030155108,0.539098033,-0.078131002,0.138210751,0.931235491,-0.446243806,-0.441591324,1.355795754,-0.461403341,-0.094164523,-0.001506521,-0.418033234,0.282396026,0.803696166,-1.298964345,-1.037430807,0.123457327,0.027473242,0.086148546,0.644542066,-0.032755946,1.786294279,-0.396430334,0.2511615,-0.503303671,-2.313742779,-0.143797055,0.235490946,-0.240405693,-0.537002874,0.177003287,NA,NA
